	contamination	data	f1_macro	in_f1	in_prec	in_rec	inlier_classes	labeled_data	n_oe	out_f1	out_prec	out_rec	outlier_classes	seed	test_size	use_ivis
139	0.16666666666666666	test	0.6651162790697674	0.9302325581395349	0.8695652173913043	1.0	[1]	1.0	0.0	0.4	1.0	0.25	[9]	42.0	0.2	1.0
140	0.16666666666666666	train	0.9807653776798237	0.9937888198757764	0.9876543209876543	1.0	[1]	1.0	0.0	0.967741935483871	1.0	0.9375	[9]	43.0	0.2	1.0
141	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[9]	43.0	0.2	1.0
142	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[9]	44.0	0.2	1.0
143	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[9]	44.0	0.2	1.0
144	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[10]	42.0	0.2	1.0
145	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[10]	42.0	0.2	1.0
146	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[10]	43.0	0.2	1.0
147	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[10]	43.0	0.2	1.0
148	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[10]	44.0	0.2	1.0
149	0.16666666666666666	test	0.6651162790697674	0.9302325581395349	0.8695652173913043	1.0	[1]	1.0	0.0	0.4	1.0	0.25	[10]	44.0	0.2	1.0
150	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[11]	42.0	0.2	1.0
151	0.16666666666666666	test	0.6651162790697674	0.9302325581395349	0.8695652173913043	1.0	[1]	1.0	0.0	0.4	1.0	0.25	[11]	42.0	0.2	1.0
152	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[11]	43.0	0.2	1.0
153	0.16666666666666666	test	0.6651162790697674	0.9302325581395349	0.8695652173913043	1.0	[1]	1.0	0.0	0.4	1.0	0.25	[11]	43.0	0.2	1.0
154	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[11]	44.0	0.2	1.0
155	0.16666666666666666	test	0.45454545454545453	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[11]	44.0	0.2	1.0
156	0.16666666666666666	train	1.0	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[12]	42.0	0.2	1.0
157	0.16666666666666666	test	0.9163763066202091	0.975609756097561	0.9523809523809523	1.0	[1]	1.0	0.0	0.8571428571428571	1.0	0.75	[12]	42.0	0.2	1.0
