	param_tagged_docs__lower	param_vectorize__min_count	param_reduce_dim__set_op_mix_ratio	param_reduce_dim__n_components	param_reduce_dim__metric	param_vectorize__window	param_vectorize__size	param_tagged_docs	subset	contamination	data_frac	dataset_name	mean_test_f1_macro	mean_test_f1_micro	mean_test_out_f1	mean_test_out_prec	mean_test_out_rec	mean_test_in_f1	params	param_vectorize__min_df	param_vectorize	param_reduce_dim	param_classify__metric	param_classify	mean_score_time	mean_fit_time
154			0.0	2.0	euclidean					0.1	0.1	imdb_20news	0.3278164325482391	0.5004623795699611	0.10309401350533126	0.06509086592419926	0.4317830580508066	0.5525388515911469	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 2, 'reduce_dim__set_op_mix_ratio': 0.0, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	52.844935337702424	22.02631163597107
155			0.05	15.0	euclidean					0.1	0.1	imdb_20news	0.3190043625435996	0.5369184531785023	0.06763803047744975	0.36934283305574395	0.3546717537589748	0.5703706946097494	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 10}	10.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	77.30718183517456	50.97247632344565
156			0.05	2.0	euclidean					0.1	0.1	imdb_20news	0.3152507952094041	0.3769759299432144	0.1443665835752552	0.08345444402973486	0.5817154447986091	0.486135006843553	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 2, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 10}	10.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	76.85204156239826	41.80827864011129
157			0.1	200.0	euclidean					0.1	0.1	imdb_20news	0.31073374098992745	0.5215913380760969	0.0621906185528703	0.3657623188010775	0.3431775008854117	0.5592768634269846	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 200, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 10}	10.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	80.97230354944865	133.45865178108215
158			0.1	2.0	euclidean					0.1	0.1	imdb_20news	0.3061443680165681	0.4444005348901508	0.13338688710562882	0.08982264291446691	0.5878489326765188	0.4789018489275074	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 2, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	52.72284626960754	45.41172599792481
159			0.1	15.0	euclidean					0.1	0.1	imdb_20news	0.2739351739156493	0.3778410722261213	0.14414474371152572	0.08447473501064166	0.6929633922534532	0.4037256041197729	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 10}	10.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	77.0330634911855	51.07539463043213
160			0.1	15.0	euclidean					0.1	0.1	imdb_20news	0.23193652935195744	0.3714423291648057	0.10796808740580917	0.0635246432878761	0.6141134614765447	0.3559049712981057	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	53.019593397776276	59.00851321220398
161			0.1	200.0	euclidean					0.1	0.1	imdb_20news	0.2149761752001532	0.3571567478040792	0.11315787398645855	0.06659686513818094	0.6650165813451817	0.3167944764138478	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 200, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	53.09658726056418	166.1052713394165
162			0.1	2.0	euclidean					0.1	0.1	imdb_20news	0.20658600881297445	0.2558843898211361	0.14526220281704413	0.08170445833783069	0.734118934930294	0.26790981480890474	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 2, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 25}	25.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	67.13137690226236	41.67184416453043
163			0.1	15.0	euclidean					0.1	0.1	imdb_20news	0.20463400764170955	0.31206726270231183	0.12165048141941942	0.06875475306487215	0.6814449917898194	0.28761753386399963	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 25}	25.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	67.59039004643758	51.78465207417807
164			0.05	15.0	euclidean					0.1	0.1	imdb_20news	0.19833397585668325	0.3047753966481635	0.11440600402709132	0.06308134441547951	0.6715927750410511	0.2822619476862751	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 25}	25.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	67.66183789571126	51.56445137659709
165			0.1	50.0	euclidean					0.1	0.1	imdb_20news	0.19603698299556835	0.300460119845169	0.11220800535736727	0.06140646969647433	0.6683087027914615	0.2798659606337694	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 50, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 25}	25.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	68.15774154663086	70.71709807713826
166			0.05	50.0	euclidean					0.1	0.1	imdb_20news	0.1959140661529886	0.2741210999808588	0.11948283560052066	0.066027860899411	0.679819054058405	0.2723452967054566	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 50, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	53.640597820281975	83.78916835784912
167			0.1	2.0	euclidean					0.1	0.1	imdb_20news	0.15087034243932845	0.16816925072842892	0.14465053557820065	0.07965178726184143	0.8055475063588654	0.1570901493004562	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 2, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 10}	10.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	76.98264741897583	41.878995100657136
168			0.05	200.0	euclidean					0.1	0.1	imdb_20news	0.10502751101040016	0.1099838629064846	0.15791912649443018	0.08636295356518868	0.922824302134647	0.052135895526370116	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 200, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 25}	25.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	71.95671566327412	141.12561631202698
169			0.1	50.0	euclidean					0.1	0.1	imdb_20news	0.08923546794580291	0.09584729045704928	0.1667843806618848	0.09100665590678596	0.9967159277504104	0.011686555229721058	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 50, 'reduce_dim__set_op_mix_ratio': 0.1, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	55.100137631098434	87.10128362973529
170			0.05	15.0	euclidean					0.1	0.1	imdb_20news	0.08723981976848359	0.09421025277015677	0.16698705858470006	0.09109990740064162	1.0	0.007492580952267142	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 15, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	53.039511124293	58.27646295229593
171			0.05	200.0	euclidean					0.1	0.1	imdb_20news	0.0865469160949731	0.09361521406240032	0.1668949142666125	0.09104499072722333	1.0	0.006198917923333718	{'classify': LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True), 'classify__metric': 'euclidean', 'reduce_dim': UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0), 'reduce_dim__metric': 'euclidean', 'reduce_dim__n_components': 200, 'reduce_dim__set_op_mix_ratio': 0.05, 'vectorize': TfidfVectorizer(min_df=25, stop_words='english'), 'vectorize__min_df': 75}	75.0	TfidfVectorizer(min_df=25, stop_words='english')	UMAP(n_components=15, random_state=42, set_op_mix_ratio=0.0)	euclidean	LocalOutlierFactor(contamination=0.1, metric='euclidean', novelty=True)	56.902325232823685	170.53314050038657
