	f1_macro	in_f1	out_f1	out_rec	out_prec	seed	i_umap	i_ivis	contamination	fraction	time_umap	time_ivis
0	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	0	0.01	1.0	319.1805193550099	306.5201172579982
1	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	1	0.01	1.0	319.1805193550099	233.5827026689949
2	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	0	0.01	1.0	329.39912358399306	229.94898616199498
3	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	1	0.01	1.0	329.39912358399306	305.89168415099266
4	0.974901669527252	0.9945065391196453	0.9552967999348587	0.9602226223604517	0.9504212572909916	43	0	0	0.01	1.0	349.78657651001413	283.53789570499794
5	0.9775515168310889	0.9950641263103093	0.9600389073518684	0.9693894254378785	0.9508670520231214	43	0	1	0.01	1.0	349.78657651001413	191.90612564199546
6	0.9775515168310889	0.9950641263103093	0.9600389073518684	0.9693894254378785	0.9508670520231214	43	1	0	0.01	1.0	271.01850590799586	288.20364779299416
7	0.974901669527252	0.9945065391196453	0.9552967999348587	0.9602226223604517	0.9504212572909916	43	1	1	0.01	1.0	271.01850590799586	313.04419531200256
8	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	0	0.01	1.0	291.29217198000697	292.8166118250083
9	0.9778187929956677	0.9950900819655705	0.9605475040257648	0.9764282206580455	0.945175091110759	44	0	1	0.01	1.0	291.29217198000697	346.0206696050009
10	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	0	0.01	1.0	303.6503462959954	275.175188631998
11	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	1	0.01	1.0	303.6503462959954	266.2994602180115
12	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	0	0.03	1.0	277.94040553500236	271.6653087809973
13	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	1	0.03	1.0	277.94040553500236	187.03271761300857
14	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	0	0.03	1.0	276.78734194701246	256.52752518800844
15	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	1	0.03	1.0	276.78734194701246	194.8204378990049
16	0.974901669527252	0.9945065391196453	0.9552967999348587	0.9602226223604517	0.9504212572909916	43	0	0	0.03	1.0	285.01234222599305	237.33403524299501
17	0.9733681391654695	0.994154271185762	0.9525820071451769	0.9602226223604517	0.9450620267439988	43	0	1	0.03	1.0	285.01234222599305	286.7413605949987
18	0.9749455965630287	0.9945166002921811	0.9553745928338762	0.9602226223604517	0.9505752714308864	43	1	0	0.03	1.0	282.75180996599374	301.4999903499993
19	0.9760174218247604	0.9947118562586382	0.9573229873908826	0.9693894254378785	0.9455532492415775	43	1	1	0.03	1.0	282.75180996599374	283.3984646980098
20	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	0	0.03	1.0	286.5522527379944	258.4563430069975
21	0.9751420896846144	0.9945219472624759	0.9557622321067529	0.9672614175806188	0.9445332480818415	44	0	1	0.03	1.0	286.5522527379944	231.51313697099977
22	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	0	0.03	1.0	286.8098907990061	242.79967844099156
23	0.9746619519862715	0.9944111696480439	0.9549127343244991	0.9672614175806188	0.9428753789692038	44	1	1	0.03	1.0	286.8098907990061	233.7077980489994
24	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	0	0.05	1.0	275.4473374990048	239.2905872859992
25	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	1	0.05	1.0	275.4473374990048	227.1318787279888
26	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	0	0.05	1.0	279.7275917579973	251.2809571270045
27	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	1	1	0.05	1.0	279.7275917579973	278.37277445499785
28	0.9758391573155725	0.9946716878330196	0.9570066267981252	0.9692257325257816	0.9450917797286512	43	0	0	0.05	1.0	279.75350897500175	272.511133692009
29	0.9758391573155725	0.9946716878330196	0.9570066267981252	0.9692257325257816	0.9450917797286512	43	0	1	0.05	1.0	279.75350897500175	235.4593336830003
30	0.974901669527252	0.9945065391196453	0.9552967999348587	0.9602226223604517	0.9504212572909916	43	1	0	0.05	1.0	278.65458331498667	280.93476797197945
31	0.9759299875512281	0.9946917190817676	0.9571682560206886	0.9693894254378785	0.9452513966480447	43	1	1	0.05	1.0	278.65458331498667	314.3359322110191
32	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	0	0.05	1.0	286.5644047920068	268.94712774301297
33	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	1	0.05	1.0	286.5644047920068	273.7919092429802
34	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	0	0.05	1.0	285.0010432259878	284.25437416898785
35	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	1	0.05	1.0	285.0010432259878	285.82342167699244
36	0.9753448408864422	0.9945842050994563	0.956105476673428	0.9644786380749714	0.9478764478764479	42	0	0	0.1	1.0	282.5677347690216	241.01384982498712
37	0.9754324926834136	0.994604334551279	0.9562606508155482	0.9644786380749714	0.9481815255873833	42	0	1	0.1	1.0	282.5677347690216	259.5745318690024
38	0.9753448408864422	0.9945842050994563	0.956105476673428	0.9644786380749714	0.9478764478764479	42	1	0	0.1	1.0	274.31789863001904	270.1461295479967
39	0.9753921644105148	0.9945941616946301	0.9561901671263996	0.9646423309870683	0.947884831912498	42	1	1	0.1	1.0	274.31789863001904	303.092909931991
40	0.9758391573155725	0.9946716878330196	0.9570066267981252	0.9692257325257816	0.9450917797286512	43	0	0	0.1	1.0	276.26910971698817	280.8677148959832
41	0.9758862796408543	0.9946816501907995	0.9570909090909091	0.9693894254378785	0.945100542610916	43	0	1	0.1	1.0	276.26910971698817	225.82031474800897
42	0.9758862796408543	0.9946816501907995	0.9570909090909091	0.9693894254378785	0.945100542610916	43	1	0	0.1	1.0	277.61308195401216	221.65193940600147
43	0.9758391573155725	0.9946716878330196	0.9570066267981252	0.9692257325257816	0.9450917797286512	43	1	1	0.1	1.0	277.61308195401216	277.6795438390109
44	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	0	0.1	1.0	288.2972135199816	233.65558908999083
45	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	1	0.1	1.0	288.2972135199816	200.48331426701043
