	Unnamed: 0	allow_noise	cluster_n	completeness	f1_macro	f1_macro_LOF	hash	homogeneity	in_f1	in_f1_LOF	min_cluster_size	mix_ratio	model_data_frac	model_desc	model_epochs	model_min_count	model_name	model_path	model_train_data	model_type	n_comps	out_f1	out_f1_LOF	out_prec	out_prec_LOF	out_rec	out_rec_LOF	test_data_contamination	test_data_fraction	test_data_name	test_data_path	test_data_seed	time	umap_metric	v_measure
131	131	0.0	3.0	1.0	0.5104994854229846	0.5030218042367317	45|0.0|cosine|45|False	0.0	0.9065348709500276	0.9051070840197694	45.0	0.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	45.0	0.11446409989594172	0.10093652445369407	0.10923535253227408	0.09632571996027806	0.12021857923497267	0.10601092896174864	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	69.1052784870044	cosine	0.0
132	132	0.0	2.0	1.0	0.4667838107956601	0.5352333539621288	15|1.0|cosine|90|False	0.0	0.8981878088962109	0.911257550796266	90.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.035379812695109265	0.1592091571279917	0.033763654419066536	0.1519364448857994	0.03715846994535519	0.16721311475409836	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	29.42826814099681	cosine	0.0
133	133	0.0	2.0	1.0	0.5576663975208874	0.5352333539621288	15|1.0|cosine|45|False	0.0	0.91554091158704	0.911257550796266	45.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.19979188345473467	0.1592091571279917	0.1906653426017875	0.1519364448857994	0.2098360655737705	0.16721311475409836	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	28.907235912993198	cosine	0.0
134	134	0.0	2.0	1.0	0.557091191275791	0.5352333539621288	15|1.0|cosine|15|False	0.0	0.915431081823174	0.911257550796266	15.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.1987513007284079	0.1592091571279917	0.1896722939424032	0.1519364448857994	0.2087431693989071	0.16721311475409836	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	28.398724508995656	cosine	0.0
135	135	0.0	3.0	1.0	0.4915176793348042	0.5277556727758759	15|0.4|cosine|90|False	0.0	0.9029104887424492	0.9098297638660076	90.0	0.4	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.0801248699271592	0.14568158168574402	0.07646474677259185	0.13902681231380334	0.08415300546448087	0.15300546448087432	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	19.836438796002763	cosine	0.0
136	136	0.0	3.0	1.0	0.5789490285894532	0.5277556727758759	15|0.4|cosine|15|False	0.0	0.9196046128500824	0.9098297638660076	15.0	0.4	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.2382934443288241	0.14568158168574402	0.2274081429990069	0.13902681231380334	0.2502732240437158	0.15300546448087432	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	19.010619613000017	cosine	0.0
137	137	0.0	3.0	1.0	0.5530647475601165	0.6157622282756213	3|1.0|cosine|90|False	0.0	0.9146622734761122	0.9266337177375068	90.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.19146722164412072	0.3048907388137357	0.182720953326713	0.29096325719960275	0.2010928961748634	0.32021857923497266	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	22.640225772993286	cosine	0.0
138	138	0.0	3.0	1.0	0.6330184156285125	0.6157622282756213	3|1.0|cosine|45|False	0.0	0.929928610653487	0.9266337177375068	45.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.33610822060353795	0.3048907388137357	0.3207547169811321	0.29096325719960275	0.35300546448087433	0.32021857923497266	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	22.432907343005358	cosine	0.0
139	139	0.0	2.0	1.0	0.6922646588734391	0.6157622282756213	3|1.0|cosine|15|False	0.0	0.941241076331686	0.9266337177375068	15.0	1.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.4432882414151925	0.3048907388137357	0.42303872889771604	0.29096325719960275	0.4655737704918033	0.32021857923497266	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	22.348908801002835	cosine	0.0
140	140	0.0	2.0	1.0	0.72390100235374	0.5243044353052977	15|1.0|cosine|90|False	0.0	0.9472817133443164	0.9091707852828116	90.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.5005202913631634	0.13943808532778354	0.477656405163853	0.13306852035749753	0.5256830601092897	0.14644808743169402	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	29.999094351005624	cosine	0.0
141	141	0.0	2.0	1.0	0.5070482479524064	0.5243044353052977	15|1.0|cosine|45|False	0.0	0.9058758923668316	0.9091707852828116	45.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.10822060353798127	0.13943808532778354	0.10327706057596822	0.13306852035749753	0.11366120218579236	0.14644808743169402	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	29.736106774995278	cosine	0.0
142	142	0.0	3.0	1.0	0.7216001773733542	0.5254548477954903	15|0.4|cosine|90|False	0.0	0.9468423942888522	0.9093904448105437	90.0	0.4	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.4963579604578564	0.14151925078043706	0.4736842105263158	0.13505461767626614	0.521311475409836	0.14863387978142076	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	20.600684684999575	cosine	0.0
143	143	0.0	3.0	1.0	0.5220036103249122	0.5254548477954903	15|0.4|cosine|45|False	0.0	0.9087314662273476	0.9093904448105437	45.0	0.4	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.13527575442247658	0.14151925078043706	0.12909632571996027	0.13505461767626614	0.14207650273224046	0.14863387978142076	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	20.285894890002965	cosine	0.0
144	144	0.0	3.0	1.0	0.7313786835399927	0.5375341789425143	15|0.3|cosine|90|False	0.0	0.9487095002745743	0.91169686985173	90.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.514047866805411	0.16337148803329862	0.490566037735849	0.15590863952333664	0.5398907103825137	0.17158469945355193	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	19.52411437100091	cosine	0.0
145	145	0.0	3.0	1.0	0.6393456843245726	0.5375341789425143	15|0.3|cosine|45|False	0.0	0.9311367380560132	0.91169686985173	45.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.3475546305931321	0.16337148803329862	0.3316782522343595	0.15590863952333664	0.3650273224043716	0.17158469945355193	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	19.00259028399887	cosine	0.0
146	146	0.0	3.0	1.0	0.6899638338930537	0.5329325289817433	15|0.15|cosine|90|False	0.0	0.9408017572762218	0.9108182317408018	90.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.4391259105098855	0.15504682622268467	0.4190665342601788	0.14796425024826215	0.4612021857923497	0.1628415300546448	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	17.201674643001752	cosine	0.0
147	147	0.0	3.0	1.0	0.5496135100895381	0.5329325289817433	15|0.15|cosine|45|False	0.0	0.914003294892916	0.9108182317408018	45.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	15.0	0.18522372528616027	0.15504682622268467	0.17676266137040714	0.14796425024826215	0.19453551912568307	0.1628415300546448	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	16.479367799998727	cosine	0.0
148	148	0.0	3.0	1.0	0.725626621089029	0.5455870663738634	6|1.0|cosine|90|False	0.0	0.9476112026359144	0.913234486545854	90.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.5036420395421436	0.17793964620187305	0.480635551142006	0.16981132075471694	0.5289617486338798	0.18688524590163932	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	25.787181038998824	cosine	0.0
149	149	0.0	3.0	1.0	0.7072200212459451	0.5455870663738634	6|1.0|cosine|45|False	0.0	0.9440966501922022	0.913234486545854	45.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.4703433922996879	0.17793964620187305	0.4488579940417081	0.16981132075471694	0.4939890710382514	0.18688524590163932	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	25.284116078997606	cosine	0.0
150	150	0.0	3.0	1.0	0.7428828084419203	0.5398350039228998	6|0.4|cosine|90|False	0.0	0.9509060955518946	0.9121361889071942	90.0	0.4	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.534859521331946	0.16753381893860564	0.5104270109235353	0.15988083416087387	0.5617486338797815	0.17595628415300546	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	18.11297619700053	cosine	0.0
151	151	0.0	3.0	1.0	0.7354051272556673	0.5398350039228998	6|0.4|cosine|45|False	0.0	0.9494783086216364	0.9121361889071942	45.0	0.4	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.5213319458896982	0.16753381893860564	0.4975173783515393	0.15988083416087387	0.5475409836065573	0.17595628415300546	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	17.61982273600006	cosine	0.0
152	152	0.0	3.0	1.0	0.7204497648831615	0.545011860128767	6|0.3|cosine|90|False	0.0	0.94662273476112	0.9131246567819878	90.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.4942767950052029	0.1768990634755463	0.4716981132075472	0.16881827209533268	0.5191256830601093	0.185792349726776	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	16.708536767000624	cosine	0.0
153	153	0.0	3.0	1.0	0.5174019603641411	0.545011860128767	6|0.3|cosine|45|False	0.0	0.9078528281164197	0.9131246567819878	45.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.12695109261186266	0.1768990634755463	0.1211519364448858	0.16881827209533268	0.13333333333333333	0.185792349726776	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	16.197489127000157	cosine	0.0
154	154	0.0	3.0	1.0	0.7377059522360528	0.5306317040013577	6|0.15|cosine|90|False	0.0	0.9499176276771004	0.9103789126853375	90.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.5254942767950052	0.15088449531737774	0.5014895729890765	0.14399205561072492	0.5519125683060109	0.15846994535519127	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	14.557625714995087	cosine	0.0
155	155	0.0	3.0	1.0	0.5496135100895381	0.5306317040013577	6|0.15|cosine|45|False	0.0	0.914003294892916	0.9103789126853375	45.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.18522372528616027	0.15088449531737774	0.17676266137040714	0.14399205561072492	0.19453551912568307	0.15846994535519127	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	14.369271733005009	cosine	0.0
156	156	0.0	3.0	1.0	0.5156763416288519	0.5858515035306098	6|0.0|cosine|45|False	0.0	0.9075233388248214	0.9209225700164744	45.0	0.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	6.0	0.12382934443288242	0.25078043704474506	0.11817279046673287	0.23932472691161866	0.13005464480874318	0.2633879781420765	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	55.975815293000785	cosine	0.0
157	157	0.0	3.0	1.0	0.7216001773733542	0.6146118157854286	3|1.0|cosine|90|False	0.0	0.9468423942888522	0.9264140582097748	90.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.4963579604578564	0.30280957336108216	0.4736842105263158	0.28897715988083417	0.521311475409836	0.3180327868852459	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	23.17588083299779	cosine	0.0
158	158	0.0	3.0	1.0	0.5628432537267548	0.6146118157854286	3|1.0|cosine|45|False	0.0	0.9165293794618342	0.9264140582097748	45.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.20915712799167527	0.30280957336108216	0.19960278053624628	0.28897715988083417	0.21967213114754094	0.3180327868852459	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	22.847292310994817	cosine	0.0
159	159	0.0	3.0	1.0	0.5962052159423444	0.5231540228151048	45|0.15|cosine|45|False	0.0	0.9228995057660624	0.9089511257550796	45.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	45.0	0.2695109261186264	0.13735691987513007	0.2571996027805363	0.13108242303872888	0.2830601092896175	0.14426229508196722	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	22.9467498120066	cosine	0.0
160	160	0.0	3.0	1.0	0.6870878026675719	0.5231540228151048	45|0.15|cosine|90|False	0.0	0.9402526084568918	0.9089511257550796	90.0	0.15	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	45.0	0.4339229968782519	0.13735691987513007	0.4141012909632572	0.13108242303872888	0.4557377049180328	0.14426229508196722	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	24.06570860100328	cosine	0.0
161	161	0.0	3.0	1.0	0.5277556727758759	0.5444366538836708	45|0.3|cosine|45|False	0.0	0.9098297638660076	0.9130148270181221	45.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	45.0	0.14568158168574402	0.17585848074921956	0.13902681231380334	0.16782522343594836	0.15300546448087432	0.18469945355191256	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	25.111684194002013	cosine	0.0
162	162	0.0	3.0	1.0	0.7181489399027761	0.5444366538836708	45|0.3|cosine|90|False	0.0	0.9461834157056562	0.9130148270181221	90.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	45.0	0.490114464099896	0.17585848074921956	0.46772591857001	0.16782522343594836	0.5147540983606558	0.18469945355191256	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	26.22725434599852	cosine	0.0
163	163	0.0	3.0	1.0	0.5553655725405019	0.6318680031383198	3|0.4|cosine|90|False	0.0	0.9151015925315762	0.9297089511257552	90.0	0.4	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.19562955254942768	0.3340270551508845	0.18669314796425024	0.3187686196623635	0.20546448087431693	0.3508196721311476	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	15.730547918996306	cosine	0.0
164	164	0.0	3.0	1.0	0.5967804221874409	0.6318680031383198	3|0.4|cosine|45|False	0.0	0.9230093355299286	0.9297089511257552	45.0	0.4	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.2705515088449532	0.3340270551508845	0.2581926514399205	0.3187686196623635	0.2841530054644809	0.3508196721311476	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	15.418131143000211	cosine	0.0
165	165	0.0	3.0	1.0	0.5726217598933931	0.6100101658246575	3|0.3|cosine|90|False	0.0	0.9183964854475564	0.9255354200988468	90.0	0.3	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.22684703433923	0.2944849115504683	0.21648460774577954	0.2810327706057597	0.23825136612021855	0.3092896174863388	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	14.798438304998855	cosine	0.0
166	166	0.0	3.0	1.0	0.6128861970501394	0.6100101658246575	3|0.3|cosine|45|False	0.0	0.9260845689181768	0.9255354200988468	45.0	0.3	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.29968782518210196	0.2944849115504683	0.2859980139026813	0.2810327706057597	0.31475409836065577	0.3092896174863388	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	14.455033807003927	cosine	0.0
167	167	0.0	3.0	1.0	0.5461622726189599	0.5812498535698388	3|0.15|cosine|90|False	0.0	0.91334431630972	0.9200439319055465	90.0	0.15	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.1789802289281998	0.2424557752341311	0.1708043694141013	0.2313803376365442	0.18797814207650276	0.2546448087431694	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	12.882316533999985	cosine	0.0
168	168	0.0	3.0	1.0	0.5674449036875259	0.5812498535698388	3|0.15|cosine|45|False	0.0	0.9174080175727624	0.9200439319055465	45.0	0.15	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.2174817898022893	0.2424557752341311	0.2075471698113208	0.2313803376365442	0.2284153005464481	0.2546448087431694	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	12.621822768000131	cosine	0.0
169	169	0.0	1.0	1.0	0.4761929541551752	0.5582416037659838	3|0.0|cosine|90|False	0.0	0.9523859083103504	0.915650741350906	90.0	0.0	0.1	doc2vecwikiimdb20news011030	10.0	30.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min30/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.0	0.2008324661810614	0.0	0.1916583912611718	0.0	0.21092896174863388	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	45.56064893200528	cosine	0.0
170	170	0.0	2.0	1.0	0.6824861527068009	0.5312069102464541	200|1.0|cosine|90|False	0.0	0.9393739703459638	0.9104887424492036	90.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	200.0	0.425598335067638	0.15192507804370448	0.4061569016881828	0.14498510427010924	0.4469945355191257	0.15956284153005465	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	115.58072623299812	cosine	0.0
171	171	0.0	2.0	1.0	0.5622680474816584	0.5312069102464541	200|1.0|cosine|45|False	0.0	0.916419549697968	0.9104887424492036	45.0	1.0	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	200.0	0.20811654526534856	0.15192507804370448	0.198609731876862	0.14498510427010924	0.2185792349726776	0.15956284153005465	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	110.25894025700107	cosine	0.0
172	172	0.0	3.0	1.0	0.7031935775302702	0.6128861970501394	3|0.3|cosine|90|False	0.0	0.94332784184514	0.9260845689181768	90.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	3.0	0.4630593132154006	0.29968782518210196	0.44190665342601787	0.2859980139026813	0.4863387978142077	0.31475409836065577	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	15.081829221999214	cosine	0.0
173	173	0.0	3.0	1.0	0.7037687837753667	0.5306317040013577	200|0.4|cosine|90|False	0.0	0.9434376716090059	0.9103789126853375	90.0	0.4	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	200.0	0.4640998959417274	0.15088449531737774	0.4428997020854022	0.14399205561072492	0.4874316939890711	0.15846994535519127	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	82.08627463700395	cosine	0.0
174	174	0.0	3.0	1.0	0.6939902776087283	0.5306317040013577	200|0.3|cosine|90|False	0.0	0.9415705656232841	0.9103789126853375	90.0	0.3	0.1	doc2vecwikiimdb20news011001	10.0	1.0	doc2vec	/home/philipp/projects/dad4td/models/doc2vec_20_news_imdb_wiki_01_10_min1/doc2vec_wiki.bin	wiki_imdb_20news	doc2vec	200.0	0.4464099895941727	0.15088449531737774	0.4260178748758689	0.14399205561072492	0.4688524590163934	0.15846994535519127	0.1	0.15	imdb_20news	/home/philipp/projects/dad4td/data/processed/20_news_imdb.pkl	43.0	81.00246038399928	cosine	0.0
