	as_numpy	contamination	dim_reduce_time	dim_reducer	distance	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	embedding_dims	f1_macro	fraction	in_f1	k	kwargs	metric	model	model_name	model_path	model_train_data	model_type	n_components	n_epochs_without_progress	name	out_f1	out_prec	out_rec	seed	set_op_mix_ratio	time
43	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.428070467715649	0.15	0.8072166796104905	50.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	50.0	UMAP	0.048924255820807554	0.03349475383373689	0.0907103825136612	43.0	1.0	128.3183091230021
44	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.308000051404067	0.15	0.5398124720940617	50.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	50.0	UMAP	0.0761876307140723	0.04412528119051739	0.2786885245901639	43.0	1.0	846.1706414029904
45	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.7259764428272997	0.15	0.9475418840977753	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	2.0	UMAP	0.5044110015568241	0.48023715415019763	0.5311475409836065	43.0	1.0	37.037267916995916
46	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.8117323056226663	0.15	0.9640896112453328	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	2.0	UMAP	0.6593749999999998	0.6298507462686567	0.6918032786885245	43.0	1.0	8.349367779999739
47	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9311430615523646	0.15	0.9881521739130434	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	2.0	UMAP	0.8741339491916859	0.9265605875152999	0.8273224043715847	43.0	1.0	118.26210657900083
48	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.7281588763494815	0.15	0.9456371764446161	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	5.0	UMAP	0.5106805762543468	0.4681238615664845	0.5617486338797815	43.0	1.0	122.02227480900183
49	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.6736814602791641	0.15	0.9372389536161795	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	5.0	UMAP	0.4101239669421487	0.38883447600391774	0.43387978142076505	43.0	1.0	11.921066131995758
50	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.42531709126593653	0.15	0.6633885923012083	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	5.0	UMAP	0.18724559023066484	0.1108211202569765	0.6032786885245902	43.0	1.0	278.9876553530048
51	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9618074107846148	0.15	0.9933032068383514	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	15.0	UMAP	0.9303116147308782	0.9658823529411765	0.8972677595628415	43.0	1.0	143.8689321250131
52	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.4812246737052622	0.15	0.8452332301944071	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	15.0	UMAP	0.11721611721611724	0.0842911877394636	0.1923497267759563	43.0	1.0	73.8957604560128
53	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.5431234481421363	0.15	0.9039134054954204	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	15.0	UMAP	0.18233349078885214	0.1605657237936772	0.21092896174863388	43.0	1.0	418.18630661400675
54	0.0	0.1	59.69454845000291	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9625434818128216	0.15	0.9934099449921028	150.0	{'n_components': [300, 8], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	300.0	25.0	UMAP	0.9316770186335404	0.9637850467289719	0.9016393442622951	43.0	1.0	251.09747910998703
