	contamination	dim_reduce_time	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	epochs	f1_macro	fraction	hidden_neurons	in_f1	metric	model_name	model_path	model_train_data	model_type	n_components	out_f1	out_prec	out_rec	outlier_detector	seed	set_op_mix_ratio	time
13	0.1	381.6118429390008	1.0	100.0	1.0	3.0	0.9650575438919048	1.0	[1]	0.9927058144510454	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9374092733327641	0.9784313725490196	0.8996885756433372	AE	42.0	1.0	5.61803130399494
14	0.1	381.6118429390008	1.0	100.0	1.0	5.0	0.9641041344483006	1.0	[1]	0.9925067916529838	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9357014772436172	0.9766488413547237	0.8980495000819538	AE	42.0	1.0	8.136900044002687
15	0.1	381.6118429390008	1.0	100.0	1.0	1.0	0.9503750384603995	1.0	[2]	0.9896408633608981	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9111092135599009	0.9509803921568627	0.8744468119980331	AE	42.0	1.0	2.87865496899758
16	0.1	381.6118429390008	1.0	100.0	1.0	3.0	0.964866862003184	1.0	[2]	0.992666009891433	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9370677141149347	0.9780748663101604	0.8993607605310605	AE	42.0	1.0	5.82716635500401
17	0.1	381.6118429390008	1.0	100.0	1.0	5.0	0.9571442455099896	1.0	[2]	0.9910539252271348	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9232345657928444	0.9636363636363636	0.8860842484838551	AE	42.0	1.0	8.055389863999153
18	0.1	381.6118429390008	1.0	100.0	1.0	1.0	0.9634367478377774	1.0	[2, 1, 2]	0.9923674756943408	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9345060199812142	0.9754010695187165	0.8969021471889854	AE	42.0	1.0	3.058561764002661
19	0.1	381.6118429390008	1.0	100.0	1.0	3.0	0.9651528848362652	1.0	[2, 1, 2]	0.9927257167308514	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9375800529416788	0.9786096256684492	0.8998524831994755	AE	42.0	1.0	5.877469038001436
20	0.1	381.6118429390008	1.0	100.0	1.0	5.0	0.9654389076693464	1.0	[2, 1, 2]	0.9927854235702699	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9380923917684227	0.979144385026738	0.9003442058678905	AE	42.0	1.0	8.62492541300162
21	0.1	381.6118429390008	1.0	100.0	1.0	1.0	0.9633414068934171	1.0	[2, 1, 1, 2]	0.9923475734145346	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9343352403722995	0.975222816399287	0.896738239632847	AE	42.0	1.0	3.320880605999264
22	0.1	381.6118429390008	1.0	100.0	1.0	3.0	0.9651528848362652	1.0	[2, 1, 1, 2]	0.9927257167308514	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9375800529416788	0.9786096256684492	0.8998524831994755	AE	42.0	1.0	6.380619700001262
23	0.1	381.6118429390008	1.0	100.0	1.0	5.0	0.9654389076693464	1.0	[2, 1, 1, 2]	0.9927854235702699	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	4.0	0.9380923917684227	0.979144385026738	0.9003442058678905	AE	42.0	1.0	9.959685034998984
24	0.1	361.59052893800254	1.0	100.0	1.0	1.0	0.9212007094861098	1.0	[1]	0.9835507657402155	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.858850653232004	0.8964349376114082	0.8242910998197017	AE	42.0	1.0	3.660199038000428
25	0.1	361.59052893800254	1.0	100.0	1.0	3.0	0.919675254376343	1.0	[1]	0.983232329263317	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.856118179489369	0.8935828877005347	0.8216685789214883	AE	42.0	1.0	5.389022339004441
26	0.1	361.59052893800254	1.0	100.0	1.0	5.0	0.9194845724876222	1.0	[1]	0.9831925247037048	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8557766202715397	0.8932263814616755	0.8213407638092116	AE	42.0	1.0	8.057231039994804
27	0.1	361.59052893800254	1.0	100.0	1.0	1.0	0.9208193457086681	1.0	[2]	0.9834711566209908	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8581675347963453	0.8957219251336899	0.8236354695951483	AE	42.0	1.0	2.850749872995948
28	0.1	361.59052893800254	1.0	100.0	1.0	3.0	0.9212007094861098	1.0	[2]	0.9835507657402155	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.858850653232004	0.8964349376114082	0.8242910998197017	AE	42.0	1.0	5.472257627996441
29	0.1	361.59052893800254	1.0	100.0	1.0	5.0	0.9194845724876222	1.0	[2]	0.9831925247037048	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8557766202715397	0.8932263814616755	0.8213407638092116	AE	42.0	1.0	7.857262050994905
30	0.1	361.59052893800254	1.0	100.0	1.0	1.0	0.9224401417627954	1.0	[2, 1, 2]	0.9838094953776956	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8610707881478952	0.8987522281639929	0.8264218980495001	AE	42.0	1.0	3.4646591510027065
31	0.1	361.59052893800254	1.0	100.0	1.0	3.0	0.9194845724876222	1.0	[2, 1, 2]	0.9831925247037048	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8557766202715397	0.8932263814616755	0.8213407638092116	AE	42.0	1.0	6.131257451001147
32	0.1	361.59052893800254	1.0	100.0	1.0	5.0	0.9193892315432618	1.0	[2, 1, 2]	0.9831726224238987	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8556058406626249	0.893048128342246	0.8211768562530732	AE	42.0	1.0	10.115594914997928
33	0.1	361.59052893800254	1.0	100.0	1.0	1.0	0.9222494598740745	1.0	[2, 1, 1, 2]	0.9837696908180831	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8607292289300658	0.8983957219251337	0.8260940829372234	AE	42.0	1.0	3.333148217003327
34	0.1	361.59052893800254	1.0	100.0	1.0	3.0	0.919675254376343	1.0	[2, 1, 1, 2]	0.983232329263317	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.856118179489369	0.8935828877005347	0.8216685789214883	AE	42.0	1.0	6.4395267110012355
35	0.1	361.59052893800254	1.0	100.0	1.0	5.0	0.9193892315432618	1.0	[2, 1, 1, 2]	0.9831726224238987	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	8.0	0.8556058406626249	0.893048128342246	0.8211768562530732	AE	42.0	1.0	9.289013484005409
36	0.1	348.0932201169999	1.0	100.0	1.0	1.0	0.9578116321205126	1.0	[1]	0.9911932411857778	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9244300230552472	0.9648841354723707	0.8872316013768234	AE	42.0	1.0	4.053288740993594
37	0.1	348.0932201169999	1.0	100.0	1.0	3.0	0.9580976549535938	1.0	[1]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	5.772886291000759
38	0.1	348.0932201169999	1.0	100.0	1.0	5.0	0.9580976549535938	1.0	[1]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	8.572628197995073
39	0.1	348.0932201169999	1.0	100.0	1.0	1.0	0.9580976549535938	1.0	[2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	2.973102554002253
40	0.1	348.0932201169999	1.0	100.0	1.0	3.0	0.9580976549535938	1.0	[2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	5.908765403997677
41	0.1	348.0932201169999	1.0	100.0	1.0	5.0	0.9580976549535938	1.0	[2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	8.526241599000059
42	0.1	348.0932201169999	1.0	100.0	1.0	1.0	0.9580976549535938	1.0	[2, 1, 2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	3.273144450999098
43	0.1	348.0932201169999	1.0	100.0	1.0	3.0	0.9580976549535938	1.0	[2, 1, 2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	6.3728415069999755
44	0.1	348.0932201169999	1.0	100.0	1.0	5.0	0.9580976549535938	1.0	[2, 1, 2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	9.390469124002266
45	0.1	348.0932201169999	1.0	100.0	1.0	1.0	0.9578116321205126	1.0	[2, 1, 1, 2]	0.9911932411857778	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9244300230552472	0.9648841354723707	0.8872316013768234	AE	42.0	1.0	3.4664142139954492
46	0.1	348.0932201169999	1.0	100.0	1.0	3.0	0.9580976549535938	1.0	[2, 1, 1, 2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	6.464254308004456
47	0.1	348.0932201169999	1.0	100.0	1.0	5.0	0.9580976549535938	1.0	[2, 1, 1, 2]	0.9912529480251963	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	32.0	0.9249423618819914	0.9654188948306596	0.8877233240452385	AE	42.0	1.0	9.992285314001492
48	0.1	376.4563376940059	1.0	100.0	1.0	1.0	0.9311161676995939	1.0	[1]	0.9856206028400555	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8766117325591324	0.9149732620320855	0.8413374856580889	AE	42.0	1.0	5.049491272999148
49	0.1	376.4563376940059	1.0	100.0	1.0	3.0	0.9270165070920957	1.0	[1]	0.9847648048083909	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8692682093758005	0.9073083778966132	0.8342894607441403	AE	42.0	1.0	6.3236909300030675
50	0.1	376.4563376940059	1.0	100.0	1.0	5.0	0.9257770748154102	1.0	[1]	0.9845060751709108	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8670480744599095	0.9049910873440286	0.8321586625143419	AE	42.0	1.0	9.162999408996257
51	0.1	376.4563376940059	1.0	100.0	1.0	1.0	0.9280652574800603	1.0	[2]	0.9849837298862585	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8711467850738621	0.9092691622103387	0.836092443861662	AE	42.0	1.0	3.2003391339967493
52	0.1	376.4563376940059	1.0	100.0	1.0	3.0	0.926635143314654	1.0	[2]	0.9846851956891661	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8685850909401419	0.9065953654188948	0.833633830519587	AE	42.0	1.0	6.097445733001223
53	0.1	376.4563376940059	1.0	100.0	1.0	5.0	0.9256817338710497	1.0	[2]	0.9844861728911046	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8668772948509947	0.9048128342245989	0.8319947549582035	AE	42.0	1.0	8.975927085004514
54	0.1	376.4563376940059	1.0	100.0	1.0	1.0	0.9287326440905833	1.0	[2, 1, 2]	0.9851230458449015	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8723422423362651	0.9105169340463458	0.8372397967546303	AE	42.0	1.0	3.5435452300007455
55	0.1	376.4563376940059	1.0	100.0	1.0	3.0	0.9264444614259331	1.0	[2, 1, 2]	0.984645391129554	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8682435317223123	0.9062388591800357	0.8333060154073103	AE	42.0	1.0	6.5796843559946865
56	0.1	376.4563376940059	1.0	100.0	1.0	5.0	0.9256817338710497	1.0	[2, 1, 2]	0.9844861728911046	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8668772948509947	0.9048128342245989	0.8319947549582035	AE	42.0	1.0	9.762319240995566
57	0.1	376.4563376940059	1.0	100.0	1.0	1.0	0.9311161676995939	1.0	[2, 1, 1, 2]	0.9856206028400555	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8766117325591324	0.9149732620320855	0.8413374856580889	AE	42.0	1.0	3.947031996998703
58	0.1	376.4563376940059	1.0	100.0	1.0	3.0	0.9274932118138978	1.0	[2, 1, 1, 2]	0.9848643162074217	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8701221074203739	0.9081996434937611	0.835108998524832	AE	42.0	1.0	6.922226990995114
59	0.1	376.4563376940059	1.0	100.0	1.0	5.0	0.9258724157597705	1.0	[2, 1, 1, 2]	0.9845259774507169	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	0.8672188540688242	0.9051693404634581	0.8323225700704803	AE	42.0	1.0	10.34654194000177
60	0.1	644.3624198069956	1.0	100.0	1.0	1.0	0.9524725392363289	1.0	[1]	0.9900787135166335	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9148663649560244	0.9549019607843138	0.8780527782330766	AE	42.0	1.0	7.002246178999485
61	0.1	644.3624198069956	1.0	100.0	1.0	3.0	0.9523771982919684	1.0	[1]	0.9900588112368273	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9146955853471096	0.9547237076648841	0.8778888706769382	AE	42.0	1.0	11.56936090200179
62	0.1	644.3624198069956	1.0	100.0	1.0	5.0	0.9521865164032475	1.0	[1]	0.9900190066772148	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9143540261292802	0.9543672014260249	0.8775610555646616	AE	42.0	1.0	17.019409636006458
63	0.1	644.3624198069956	1.0	100.0	1.0	1.0	0.9523771982919684	1.0	[2]	0.9900588112368273	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9146955853471096	0.9547237076648841	0.8778888706769382	AE	42.0	1.0	5.299031579001166
64	0.1	644.3624198069956	1.0	100.0	1.0	3.0	0.9523771982919684	1.0	[2]	0.9900588112368273	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9146955853471096	0.9547237076648841	0.8778888706769382	AE	42.0	1.0	11.14850004499749
65	0.1	644.3624198069956	1.0	100.0	1.0	5.0	0.9521865164032475	1.0	[2]	0.9900190066772148	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9143540261292802	0.9543672014260249	0.8775610555646616	AE	42.0	1.0	16.88737930800562
66	0.1	644.3624198069956	1.0	100.0	1.0	1.0	0.9526632211250496	1.0	[2, 1, 2]	0.9901185180762456	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9152079241738537	0.9552584670231729	0.8783805933453532	AE	42.0	1.0	5.6816531980002765
67	0.1	644.3624198069956	1.0	100.0	1.0	3.0	0.9523771982919684	1.0	[2, 1, 2]	0.9900588112368273	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9146955853471096	0.9547237076648841	0.8778888706769382	AE	42.0	1.0	11.583074177004164
68	0.1	644.3624198069956	1.0	100.0	1.0	5.0	0.9521865164032475	1.0	[2, 1, 2]	0.9900190066772148	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9143540261292802	0.9543672014260249	0.8775610555646616	AE	42.0	1.0	17.54468353500124
69	0.1	644.3624198069956	1.0	100.0	1.0	1.0	0.9526632211250496	1.0	[2, 1, 1, 2]	0.9901185180762456	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9152079241738537	0.9552584670231729	0.8783805933453532	AE	42.0	1.0	5.633115179996821
70	0.1	644.3624198069956	1.0	100.0	1.0	3.0	0.9523771982919684	1.0	[2, 1, 1, 2]	0.9900588112368273	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9146955853471096	0.9547237076648841	0.8778888706769382	AE	42.0	1.0	12.157818830994074
71	0.1	644.3624198069956	1.0	100.0	1.0	5.0	0.9521865164032475	1.0	[2, 1, 1, 2]	0.9900190066772148	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	0.9143540261292802	0.9543672014260249	0.8775610555646616	AE	42.0	1.0	17.9949040230058
72	0.1	733.3680615590056	1.0	100.0	1.0	1.0	0.9602904966738834	1.0	[1]	0.9917107004607377	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.9288702928870292	0.9695187165775401	0.8914931978364202	AE	42.0	1.0	8.514237708994187
73	0.1	733.3680615590056	1.0	100.0	1.0	3.0	0.9603858376182439	1.0	[1]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	12.722780144998978
74	0.1	733.3680615590056	1.0	100.0	1.0	5.0	0.9603858376182439	1.0	[1]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	19.33830185800616
75	0.1	733.3680615590056	1.0	100.0	1.0	1.0	0.9602904966738834	1.0	[2]	0.9917107004607377	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.9288702928870292	0.9695187165775401	0.8914931978364202	AE	42.0	1.0	6.227327257001889
76	0.1	733.3680615590056	1.0	100.0	1.0	3.0	0.9603858376182439	1.0	[2]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	12.612133875998552
77	0.1	733.3680615590056	1.0	100.0	1.0	5.0	0.9603858376182439	1.0	[2]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	19.333430137005053
78	0.1	733.3680615590056	1.0	100.0	1.0	1.0	0.9604811785626044	1.0	[2, 1, 2]	0.9917505050203501	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.9292118521048588	0.9698752228163993	0.891821012948697	AE	42.0	1.0	6.3867153609971865
79	0.1	733.3680615590056	1.0	100.0	1.0	3.0	0.9603858376182439	1.0	[2, 1, 2]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	13.291748807001568
80	0.1	733.3680615590056	1.0	100.0	1.0	5.0	0.9603858376182439	1.0	[2, 1, 2]	0.9917306027405439	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.929041072495944	0.9696969696969697	0.8916571053925586	AE	42.0	1.0	20.13341230199876
81	0.1	733.3680615590056	1.0	100.0	1.0	1.0	0.9604811785626044	1.0	[2, 1, 1, 2]	0.9917505050203501	cosine	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	0.9292118521048588	0.9698752228163993	0.891821012948697	AE	42.0	1.0	6.464804085000651
