	cluster_n	completeness	contamination	data_frac	f1_macro	hash	homogeneity	in_f1	min_cluster_sizes_	mix_ratios_	n_comps_	out_f1	out_prec	out_rec	seed	time	umap_metrics_	v_measure
15	2.0	1.0	0.1	0.15	0.5473126851091525	3|0.3|cosine|45	0.0	0.9135639758374519	45.0	0.3	3.0	0.18106139438085328	0.1727904667328699	0.1901639344262295	43.0	12.29640987699895	cosine	0.0
16	2.0	1.0	0.1	0.15	0.550763922579731	3|0.3|cosine|15	0.0	0.914222954420648	15.0	0.3	3.0	0.18730489073881373	0.17874875868917578	0.19672131147540983	43.0	12.2663539569985	cosine	0.0
17	3.0	1.0	0.1	0.15	0.5076234541975027	200|0.4|cosine|90	0.0	0.9059857221306974	90.0	0.4	200.0	0.10926118626430802	0.10427010923535253	0.11475409836065574	42.0	79.17576412400012	cosine	0.0
18	3.0	1.0	0.1	0.15	0.5214284040798156	200|0.4|cosine|45	0.0	0.9086216364634815	45.0	0.4	200.0	0.13423517169614985	0.12810327706057598	0.14098360655737704	42.0	73.10664872699999	cosine	0.0
19	2.0	1.0	0.1	0.15	0.5668696974424293	15|0.3|cosine|15	0.0	0.9172981878088962	15.0	0.3	15.0	0.21644120707596254	0.20655412115193644	0.2273224043715847	43.0	15.191650163000304	cosine	0.0
20	2.0	1.0	0.1	0.15	0.6215142907265849	45|0.4|cosine|15	0.0	0.9277320153761669	15.0	0.4	45.0	0.31529656607700307	0.30089374379344586	0.33114754098360655	43.0	21.913702236000972	cosine	0.0
21	2.0	1.0	0.1	0.15	0.4782879356975876	45|0.4|cosine|45	0.0	0.900384404173531	45.0	0.4	45.0	0.05619146722164413	0.05362462760675273	0.05901639344262295	43.0	22.345843795999826	cosine	0.0
22	2.0	1.0	0.1	0.15	0.6105853720697539	200|0.3|cosine|15	0.0	0.9256452498627128	15.0	0.3	200.0	0.29552549427679503	0.282025819265144	0.3103825136612022	43.0	62.11427790099697	cosine	0.0
23	3.0	1.0	0.1	0.15	0.47196066700152745	200|0.15|cosine|90	0.0	0.899176276771005	90.0	0.15	200.0	0.044745057232049947	0.04270109235352532	0.046994535519125684	44.0	69.1521432399968	cosine	0.0
24	3.0	1.0	0.1	0.15	0.49496891680538246	200|0.3|cosine|90	0.0	0.9035694673256452	90.0	0.3	200.0	0.08636836628511965	0.08242303872889771	0.0907103825136612	44.0	73.09027783499914	cosine	0.0
25	3.0	1.0	0.1	0.15	0.5047474229720208	200|0.3|cosine|45	0.0	0.9054365733113673	45.0	0.3	200.0	0.10405827263267428	0.09930486593843098	0.1092896174863388	44.0	69.8982192479998	cosine	0.0
26	3.0	1.0	0.1	0.15	0.5070482479524064	45|0.4|cosine|90	0.0	0.9058758923668315	90.0	0.4	45.0	0.10822060353798127	0.10327706057596822	0.11366120218579236	44.0	23.663064451000537	cosine	0.0
27	3.0	1.0	0.1	0.15	0.5277556727758759	45|0.4|cosine|45	0.0	0.9098297638660077	45.0	0.4	45.0	0.145681581685744	0.13902681231380337	0.15300546448087432	44.0	22.874761621002108	cosine	0.0
28	3.0	1.0	0.1	0.15	0.4782879356975876	45|0.15|cosine|90	0.0	0.900384404173531	90.0	0.15	45.0	0.05619146722164413	0.05362462760675273	0.05901639344262295	44.0	18.953537235000113	cosine	0.0
29	3.0	1.0	0.1	0.15	0.494393710560286	45|0.3|cosine|90	0.0	0.9034596375617792	90.0	0.3	45.0	0.08532778355879293	0.0814299900695134	0.08961748633879782	44.0	21.97715093000079	cosine	0.0
30	3.0	1.0	0.1	0.15	0.5151011353837556	45|0.3|cosine|45	0.0	0.9074135090609555	45.0	0.3	45.0	0.12278876170655566	0.11717974180734857	0.12896174863387977	44.0	21.11019213200052	cosine	0.0
