	as_numpy	contamination	dim_reduce_time	dim_reducer	distance	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	embedding_dims	f1_macro	fraction	in_f1	k	kwargs	metric	model	model_name	model_path	model_train_data	model_type	n_components	n_epochs_without_progress	name	out_f1	out_prec	out_rec	seed	set_op_mix_ratio	time
0	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.4472274859282518	0.15	0.8904449467938469	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	2.0	UMAP	0.0040100250626566416	0.003703703703703704	0.004371584699453552	43.0	1.0	14.547209254989866
1	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9622737891969537	0.15	0.9934149659863947	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	2.0	UMAP	0.9311326124075129	0.9714964370546318	0.8939890710382513	43.0	1.0	4.502661901991814
2	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9620018920517713	0.15	0.99329955875143	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	2.0	UMAP	0.9307042253521127	0.9604651162790697	0.9027322404371585	43.0	1.0	21.61375119400327
3	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9524721710853267	0.15	0.9918504835379767	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	5.0	UMAP	0.9130938586326767	0.9716399506781751	0.8612021857923498	43.0	1.0	19.553884963999735
4	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9620018920517713	0.15	0.99329955875143	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	5.0	UMAP	0.9307042253521127	0.9604651162790697	0.9027322404371585	43.0	1.0	5.2547423990035895
5	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9489279227170793	0.15	0.9913137893593921	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	5.0	UMAP	0.9065420560747665	0.973651191969887	0.848087431693989	43.0	1.0	33.11547805300506
6	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9429874804464474	0.15	0.9903997396539568	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	15.0	UMAP	0.8955752212389381	0.9730769230769231	0.8295081967213115	43.0	1.0	41.03449684201041
7	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9619631731081792	0.15	0.9933002886867476	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	15.0	UMAP	0.9306260575296108	0.9615384615384616	0.9016393442622951	43.0	1.0	8.324571293996996
8	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.928914285676747	0.15	0.9883689477955099	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	15.0	UMAP	0.8694596235579842	0.9781420765027322	0.7825136612021858	43.0	1.0	82.10435031099769
9	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9349233646365771	0.15	0.9892228540481993	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	25.0	UMAP	0.880623875224955	0.976063829787234	0.8021857923497268	43.0	1.0	66.95503614199697
10	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.962681591723168	0.15	0.9934676102340773	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	25.0	UMAP	0.9318955732122588	0.9693034238488784	0.8972677595628415	43.0	1.0	11.753937401008443
11	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9623899015786758	0.15	0.993412815068866	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	25.0	UMAP	0.9313669880884855	0.9681603773584906	0.8972677595628415	43.0	1.0	120.56653539500257
12	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9336152915639455	0.15	0.9890062279989169	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	50.0	UMAP	0.8782243551289742	0.973404255319149	0.8	43.0	1.0	125.20612865700969
13	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.962098508102428	0.15	0.9933580139372823	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	szubert	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	50.0	UMAP	0.9308390022675738	0.967020023557126	0.8972677595628415	43.0	1.0	20.793966243989416
14	0.0	0.1	22.684052416007034	<class 'umap.umap_.UMAP'>	pn	0.5	15.0	30.0	1.0	0.9284113587477715	0.15	0.988258211135761	5.0	{'n_components': [8, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	hinton	allnews_05_15_30	/home/philipp/projects/dad4td/models/all_news_05_30_30/all_news.bin	all_news	doc2vec	8.0	50.0	UMAP	0.868564506359782	0.9741847826086957	0.7836065573770492	43.0	1.0	232.64863861800404
